IES,loop_ID,loop_play_URL,track,loop_name,duration,is_adjusted,base_song_title,artist,music_genre,song_preview_url,song_cover_url,youtube_url
01 I. Escola Pepa Colomer,3_2,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/e18f23fe-0b15-46c8-896d-ead9280c810b,Melodía 1,viizcaino.vvz Una Noche Mas,"2,37",TRUE,,,,,,
01 I. Escola Pepa Colomer,3_3,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/4f6cb1ee-0498-41a5-adee-5ae6b7ab16e9,Melodía 1,_.roger_.7 combo la L,"3,83",TRUE,,,,,,
01 I. Escola Pepa Colomer,4_1,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/5e7ea61d-480e-45ad-a7d0-2c1d7ec12c44,Melodía 2,arturo tacones rojos,"4,94",TRUE,,,,,,
01 I. Escola Pepa Colomer,4_2,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/e0dd881b-9f80-42b8-8435-47ecd4cf6aed,Melodía 2,Hugo yo soy plex,"2,32",FALSE,"Flow Violento (Remix), YoSoyPlex & Ruven",YoSoyPlex & Ruven,Hip-hop/Rap,https://www.shazam.com/track/649426970/flow-violento-remix,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/fd/9d/9e/fd9d9e33-a4bc-13dc-cdf6-b411ad2a25a1/197187881901.jpg/400x400cc.jpg,
01 I. Escola Pepa Colomer,4_3,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/caa20de5-5eb5-428e-b454-440f25071d00,Melodía 2,Carla playa del ingles,"1,43",TRUE,,,,,,
01 I. Escola Pepa Colomer,4_4,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/73d4595f-f6ee-4606-a689-14e645f016c5,Melodía 2,yanira. beso rosalia,"3,86",FALSE,"BESO, ROSALÍA & Rauw Alejandro",ROSALÍA & Rauw Alejandro,Pop en español,https://www.shazam.com/track/658953364/beso,https://is2-ssl.mzstatic.com/image/thumb/Music116/v4/b0/e4/ac/b0e4ac99-eb38-7370-ea50-0bcf0bcbb054/196589949080.jpg/400x400cc.jpg,
01 I. Escola Pepa Colomer,4_5,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/f378e8b4-50ca-4505-8668-db7e034eaa3a,Melodía 2,jonatangomez6 como panas,"3,9",TRUE,,,,,,
01 I. Escola Pepa Colomer,5_1,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/d3ebce5d-646b-42be-bab2-0d191044a766,melodia 3,Khadija te felicito,"2,59",TRUE,,,,,,
01 I. Escola Pepa Colomer,5_2,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/b423b403-e1a3-4ef3-a8a3-de165511b325,melodia 3,Ethan can you feel my heart,"4,79",TRUE,"Can You Feel My Heart, Bring Me The Horizon",Bring Me The Horizon,Hard rock,https://www.shazam.com/track/85594109/can-you-feel-my-heart,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/83/74/b8/8374b805-c546-7575-1af0-e981e93f69a0/886443690714.jpg/400x400cc.jpg,
01 I. Escola Pepa Colomer,5_3,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/dbb1d8d4-1331-4d6e-a7f8-d903dc545e8f,melodia 3,iker rara vez,"7,95",FALSE,"Rara Vez, Taiu & Milo j",Taiu & Milo j,Urbano latino,https://www.shazam.com/track/651489590/rara-vez,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/9a/04/a4/9a04a42f-01fb-ada0-a00b-e4019ead5bfc/23UMGIM09623.rgb.jpg/400x400cc.jpg,
01 I. Escola Pepa Colomer,6_1,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/769ba245-13a3-479b-8f28-6f48d3bbc1e3,melodia 4,Oriana - Anuel AA - Tu No Lo Amas (320 kbps),"7,48",FALSE,"Tú No Lo Amas, Anuel AA",Anuel AA,Urbano latino,https://www.shazam.com/track/431104618/t%C3%BA-no-lo-amas,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/ac/be/a9/acbea99c-c9ac-475b-774e-2fbfaa2aadea/193483488967.jpg/400x400cc.jpg,
01 I. Escola Pepa Colomer,6_2,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/f6dc312a-4117-4dc3-8d68-71d3b362cfe8,melodia 4,Eva - Pajaritos,"6,38",FALSE,One More Night,The Drill,,https://lis.tn/JOxzpA,https://e-cdns-images.dzcdn.net/images/cover/2e61e91f2997fb4d7d037e529f9d18a8/250x250-000000-80-0-0.jpg,
01 I. Escola Pepa Colomer,6_3,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/ab597bcc-24fb-46e7-833c-fba5c8c5c010,melodia 4,lucia _ la jumpa,"2,75",FALSE,"La Jumpa, Arcángel & Bad Bunny",Arcángel & Bad Bunny,Urbano latino,https://www.shazam.com/track/643057182/la-jumpa,https://is5-ssl.mzstatic.com/image/thumb/Music122/v4/c2/48/5a/c2485a96-58d4-5874-c9d6-cf479c06020b/197187400171.jpg/400x400cc.jpg,
01 I. Escola Pepa Colomer,6_4,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/1fc84735-d286-416e-b234-62cda168ced8,melodia 4,leire yankee de quevedo,"3,88",FALSE,"YANKEE, Quevedo",Quevedo,Hip-hop/Rap,https://www.shazam.com/track/647844791/yankee,https://is3-ssl.mzstatic.com/image/thumb/Music123/v4/a2/97/55/a2975589-3fdd-ea7f-afe3-a012cb99961b/197338933862.jpg/400x400cc.jpg,
01 I. Escola Pepa Colomer,7_1,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/6b12bb29-436d-4feb-9549-22612affb36a,Voz 1,jonathan jincho,"4,84",FALSE,"34 Amor y Mafia REMIX (feat. El Jincho, Camin, Harry Nach & Pedro Calderon), JC Reyes, Pablo Chill-E & ECKO","JC Reyes, Pablo Chill-E & ECKO",Urbano latino,https://www.shazam.com/track/635087061/34-amor-y-mafia-remix-feat-el-jincho-camin-harry-nach,https://is2-ssl.mzstatic.com/image/thumb/Music112/v4/74/e4/df/74e4df60-442c-bd17-9a3b-6ab31447d23f/190296040139.jpg/400x400cc.jpg,
01 I. Escola Pepa Colomer,7_2,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/ad13eba0-a353-4c9b-877d-2cab8eb8d1de,Voz 1,1k.m4nu3l Vuelve,"4,38",TRUE,,,,,,
01 I. Escola Pepa Colomer,7_3,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/3b9e5b16-7ac0-42cd-b862-76f0c8210702,Voz 1,Aitana dandole like a la foto mia,"2,67",FALSE,"Tqg - Salsa Versión (Remix), Salsa Mix, Salsa Sonidera & Salsa Urbana","Salsa Mix, Salsa Sonidera & Salsa Urbana",Música latina,https://www.shazam.com/track/658882615/tqg-salsa-versi%C3%B3n-remix,https://is5-ssl.mzstatic.com/image/thumb/Music116/v4/41/96/a4/4196a45c-c6d5-094e-5642-413e2e36384d/651637777560.png/400x400cc.jpg,
01 I. Escola Pepa Colomer,7_4,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/ad01f7d5-da72-4e92-bbf8-2e9eed05460b,Voz 1,jenny _esclava 1,"4,01",TRUE,,,,,,
01 I. Escola Pepa Colomer,7_5,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/a7882e6f-8521-4f88-8494-8ffe16d1fe6d,Voz 1,Irene. Beso rosalia,"5,03",FALSE,"BESO, ROSALÍA & Rauw Alejandro",ROSALÍA & Rauw Alejandro,Pop en español,https://www.shazam.com/track/658953364/beso,https://is2-ssl.mzstatic.com/image/thumb/Music116/v4/b0/e4/ac/b0e4ac99-eb38-7370-ea50-0bcf0bcbb054/196589949080.jpg/400x400cc.jpg,
01 I. Escola Pepa Colomer,7_6,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/164c2dfa-0613-4123-b9d8-54473b529779,Voz 1,pepe chiquilla,"0,92",FALSE,Chiquilla,Seguridad social,Rock,,,
01 I. Escola Pepa Colomer,7_7,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/31be092f-05ac-49c4-a46f-2c125d06b536,Voz 1,#NAME?,"2,87",TRUE,,,,,,
01 I. Escola Pepa Colomer,8_1,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/451d7f92-2f32-48f3-9ddc-b45c00913dcd,Voz 2,anas coronel,"5,59",FALSE,"Te Ves Buena, El General",El General,Música latina,https://www.shazam.com/track/50999895/te-ves-buena,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/8a/e7/b6/8ae7b652-8612-646f-cfc0-8103202d6ee7/mzi.fsakposi.jpg/400x400cc.jpg,
01 I. Escola Pepa Colomer,8_2,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/77e6abac-8976-45fb-a7d6-7a7d75b94049,Voz 2,ivanchu coco chanel,"7,14",TRUE,,,,,,
01 I. Escola Pepa Colomer,8_3,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/5f35f299-3c46-4a76-b4fe-0adda6e7d281,Voz 2,isabella _ eliana _ diles1,"8,07",FALSE,"Diles (feat. Arcángel, Ñengo Flow, DJ Luian & Mambo Kingz), Bad Bunny, Ozuna & Farruko","Bad Bunny, Ozuna & Farruko",Música latina,https://www.shazam.com/track/328375935/diles-feat-arc%C3%A1ngel-%C3%B1engo-flow-dj-luian-mambo-kingz,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/e3/6b/0b/e36b0bd8-3a60-8466-b034-4ac6652f4110/191079034949.jpg/400x400cc.jpg,
01 I. Escola Pepa Colomer,8_4,https://app.antropoloops.com/teatrelartesa/55600d9e-2392-4f3b-9ce7-c4b0b43a23ab/clips/18446314-55cc-40c8-99d1-506d87d262ca,Voz 2,alfonso alfaeljefe,"4,01",TRUE,,,,,,
02 Institut el Prat,1_1,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/df899b98-bdd2-4fde-aa0e-ac6ac9affcfa,Ritmo 1,Andrea rara vez,"1,53",FALSE,"Rara Vez, Taiu & Milo j",Taiu & Milo j,Urbano latino,https://www.shazam.com/track/651489590/rara-vez,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/9a/04/a4/9a04a42f-01fb-ada0-a00b-e4019ead5bfc/23UMGIM09623.rgb.jpg/400x400cc.jpg,
02 Institut el Prat,1_2,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/1776e7f0-5b39-40c1-a64e-994f3c31290a,Ritmo 1,ian jaguai bombai,"5,47",FALSE,,,,,,
02 Institut el Prat,1_3,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/46f61fb8-cc58-4561-8873-eadb13244f5d,Ritmo 1,Hug-way down we go,11,FALSE,"Way Down We Go, KALEO",KALEO,Alternativa,https://www.shazam.com/track/278319535/way-down-we-go,https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/74/fb/5e/74fb5e22-3a1b-4468-dc14-e097dc635e44/075679911506.jpg/400x400cc.jpg,
02 Institut el Prat,1_4,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/fc3bbfb3-1db1-4307-877d-a0745be97758,Ritmo 1,javi chulo,"2,39",FALSE,"Broken Ties (The Whistlers Remix), David Whistle",David Whistle,Dance,https://www.shazam.com/track/463659438/broken-ties-the-whistlers-remix,https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/52/85/69/5285697e-d9dc-1644-a1b9-bdb679474813/4061798239436.png/400x400cc.jpg,
02 Institut el Prat,1_5,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/407c0abe-7218-4702-9b18-2e5454d30099,Ritmo 1,Laia Never gonna give you up,"4,21",FALSE,"Never Gonna Give You Up, Rick Astley",Rick Astley,Pop,https://www.shazam.com/track/357027/never-gonna-give-you-up,https://is3-ssl.mzstatic.com/image/thumb/Music115/v4/ed/17/65/ed17656f-4c55-97c2-c93d-4b94f829799f/859381157694.jpg/400x400cc.jpg,
02 Institut el Prat,1_6,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/77a6ba57-4d21-4f1b-a39f-b1b00949fd1c,Ritmo 1,Martí Somebody use to,"3,73",FALSE,"Somebody That I Used to Know (feat. Kimbra), Gotye",Gotye,Alternativa,https://www.shazam.com/track/55638435/somebody-that-i-used-to-know-feat-kimbra,https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/3b/cd/e8/3bcde89b-b58c-12b3-2c54-6af84ddfbe8f/11UMGIM40069.rgb.jpg/400x400cc.jpg,
02 Institut el Prat,1_7,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/051cb78d-eb42-4c0a-9325-9369007002ee,Ritmo 1,MONSEF WAKA WAKA E E E,"2,82",FALSE,"Waka Waka (This Time for Africa) [feat. Freshlyground], Shakira",Shakira,Pop,https://www.shazam.com/track/52219144/waka-waka-this-time-for-africa-feat-freshlyground,https://is2-ssl.mzstatic.com/image/thumb/Music124/v4/1e/13/60/1e13606b-18e2-ad0c-f2b5-2f5b2baa75c3/886444473859.jpg/400x400cc.jpg,
02 Institut el Prat,1_8,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/08f57389-e2b6-4e25-aa97-79c4662c06db,Ritmo 1,IVAN NO SE COMO SE LLAMA,"0,96",FALSE,,,,,,
02 Institut el Prat,2_1,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/d0e51fbb-e99b-43d0-adfb-f234a4f9532a,Ritmo 2,Alex ( Caramelo ),"6,68",FALSE,,,,,,
02 Institut el Prat,2_2,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/3fc7299c-6bab-4cc9-acae-2be889ba8e1b,Ritmo 2,_.samuu.mc seguirme  Esclava remix,"0,38",FALSE,,,,,,
02 Institut el Prat,2_3,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/48130707-93b5-4a15-b450-075fa4e1e057,Ritmo 2,Chloe odetari,"1,58",FALSE,"Narcissistic Personality Disorder, Lil Feno",Lil Feno,New Age,https://www.shazam.com/track/661754021/narcissistic-personality-disorder,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/f9/0b/1b/f90b1b1b-7fd5-d76f-b888-4842df82992b/artwork.jpg/400x400cc.jpg,
02 Institut el Prat,2_4,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/9de414d4-2788-4466-a66f-71cad2f36c48,Ritmo 2,Carlos [spit in my face],"5,1",FALSE,"Spit In My Face! (Instrumental), W7N",W7N,Punk,https://www.shazam.com/track/654482938/spit-in-my-face-instrumental,https://is5-ssl.mzstatic.com/image/thumb/Music116/v4/7b/b1/01/7bb10133-a5e8-3aac-bf31-6466ecb7347d/artwork.jpg/400x400cc.jpg,
02 Institut el Prat,2_5,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/b2578bc2-d974-4075-86b1-7158c38fdca6,Ritmo 2,Sheila - Safe and Sound,"8,12",FALSE,"Safe And Sound, Capital Cities",Capital Cities,Alternativa,https://www.shazam.com/track/90166754/safe-and-sound,https://is5-ssl.mzstatic.com/image/thumb/Music112/v4/be/fe/d5/befed5a5-8660-81b5-3c43-17c33c5ead25/13UMGIM59327.rgb.jpg/400x400cc.jpg,
02 Institut el Prat,2_6,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/3804eabc-244e-44fd-a355-6cf4e7d65c41,Ritmo 2,irene [my soul],"3,51",FALSE,,,,,,
02 Institut el Prat,2_7,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/4cfe2640-a563-4c82-835e-663a87e42654,Ritmo 2,Roger lost my mind in hysteria Roger,"2,59",FALSE,"Lose My Mind In Hysteria, FakeFast & S.Inc",FakeFast & S.Inc,Downtempo,https://www.shazam.com/track/628441201/lose-my-mind-in-hysteria,https://is2-ssl.mzstatic.com/image/thumb/Music126/v4/09/54/1e/09541e8a-5176-1e15-f96e-564a3836df18/artwork.jpg/400x400cc.jpg,
02 Institut el Prat,3_1,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/6a6ad612-c945-4245-9f2c-41c7faf5e0c8,melodia 1,erik kemba walker,"3,41",FALSE,"Kemba Walker, Eladio Carrión & Bad Bunny",Eladio Carrión & Bad Bunny,Música latina,https://www.shazam.com/track/483582987/kemba-walker,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/f1/8e/86/f18e8699-3a9e-982f-3d89-56abda3c52f4/194491874995.jpg/400x400cc.jpg,
02 Institut el Prat,3_2,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/30cd1d29-721f-4335-8a2b-0bd91804d893,melodia 1,naia dembow,"5,98",FALSE,"Dembow, Danny Ocean",Danny Ocean,Música latina,https://www.shazam.com/track/383042143/dembow,https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/0f/ab/eb/0fabeb71-8f9b-55da-8a24-248f7a510871/190296877360.jpg/400x400cc.jpg,
02 Institut el Prat,3_3,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/a7d79c52-019e-4657-84d8-62df575e195e,melodia 1,padilla sigue,"3,93",FALSE,"Sigue, Beny Jr, Morad & K y B","Beny Jr, Morad & K y B",Urbano latino,https://www.shazam.com/track/610316556/sigue,https://is2-ssl.mzstatic.com/image/thumb/Music116/v4/6c/49/37/6c4937f0-3fab-d1d8-ba4e-b95cc81b5249/8445162639651.jpg/400x400cc.jpg,
02 Institut el Prat,3_4,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/7646f65a-7501-4d3d-970c-a10881af5aed,melodia 1,ALAN HAMo,"0,59",TRUE,,,,,,
02 Institut el Prat,3_5,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/789576d2-e259-4b0b-b3e4-b72c29a66ad5,melodia 1,Adrian HAYA HAYA,"3,71",FALSE,"Hayya Hayya (Better Together) [Music from the FIFA World Cup Qatar 2022 Official Soundtrack], Trinidad Cardona, Davido & AISHA","Trinidad Cardona, Davido & AISHA",Pop,https://www.shazam.com/track/610259640/hayya-hayya-better-together-music-from-the-fifa-world,https://is5-ssl.mzstatic.com/image/thumb/Music122/v4/bc/75/c8/bc75c8e7-ed9a-9741-cec7-246d2a22d4cf/22UMGIM32788.rgb.jpg/400x400cc.jpg,
02 Institut el Prat,4_1,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/64e2b6a3-976c-4a76-8862-0da8ab26bfb6,Melodia 2,Rocio Mi estrella blanca,"10,88",FALSE,"Mi Estrella Blanca, Fondo Flamenco",Fondo Flamenco,Músicas del mundo,https://www.shazam.com/track/48950307/mi-estrella-blanca,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/8e/30/be/8e30be5d-aa17-01b5-1410-c62ec8a280f7/885686026076.jpg/400x400cc.jpg,
02 Institut el Prat,4_2,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/93f8e2c5-abdc-4587-b541-eba4f0200301,Melodia 2,Elisa Riptide,"5,07",FALSE,"Riptide, Vance Joy",Vance Joy,Alternativa,https://www.shazam.com/track/99018782/riptide,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/a7/56/7a/a7567acf-667c-d68e-2375-42daf4a65960/075679936257.jpg/400x400cc.jpg,
02 Institut el Prat,4_3,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/6cb7ccb3-390c-4515-bf8f-3a28600ba15a,Melodia 2,Suli tu no vive asi,"4,19",TRUE,"Tu No Vive Así (feat. Mambo Kingz & DJ Luian), Arcángel & Bad Bunny",Arcángel & Bad Bunny,Urbano latino,https://www.shazam.com/track/331596058/tu-no-vive-as%C3%AD-feat-mambo-kingz-dj-luian,https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/8b/19/44/8b194436-ac9c-6864-d076-8fe75593340f/859718413691_cover.jpg/400x400cc.jpg,
02 Institut el Prat,4_4,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/8164b2cd-8e76-499a-b4ad-43ff37bd29f6,Melodia 2,Amira ghazali,"3,98",FALSE,"Ghazali (feat. Bryan Mg), DYSTINCT",DYSTINCT,Hip-hop/Rap,https://www.shazam.com/track/616505471/ghazali-feat-bryan-mg,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/f1/a7/4b/f1a74b28-50bf-a5e2-6413-f410abf9916a/196589198983.jpg/400x400cc.jpg,
02 Institut el Prat,4_5,https://app.antropoloops.com/teatrelartesa/a51a9465-1aab-421c-9448-b74c2e469afe/clips/b3a51d56-774e-478b-be6d-e9fdc4a8d965,Melodia 2,Lannitaa V i L,"7,86",FALSE,"Summertime Sadness, Lana Del Rey",Lana Del Rey,Alternativa,https://www.shazam.com/track/55922011/summertime-sadness,https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/37/ae/95/37ae95a0-2e1c-bf03-4900-983686da9292/12UMGIM00033.rgb.jpg/400x400cc.jpg,
